,fips,county,state,vaccinated
2997,29167,Polk County,MO,35.7
2998,51035,Carroll County,VA,31.3
2999,39087,Lawrence County,OH,39.3
3000,37031,Carteret County,NC,51.7
3001,27115,Pine County,MN,42.5
3002,20097,Kiowa County,KS,45.7
3003,48037,Bowie County,TX,34.1
3004,13141,Hancock County,GA,14.0
3005,23013,Knox County,ME,75.0
3006,08045,Garfield County,CO,56.3
3007,38087,Slope County,ND,10.0
3008,27073,Lac qui Parle County,MN,52.2
3009,01133,Winston County,AL,19.7
3010,47051,Franklin County,TN,36.0
3011,46039,Deuel County,SD,40.7
3012,13007,Baker County,GA,33.9
3013,06101,Sutter County,CA,51.3
3014,12059,Holmes County,FL,26.3
3015,21219,Todd County,KY,37.0
3017,21213,Simpson County,KY,47.7
3018,51735,Poquoson city,VA,43.5
3019,47157,Shelby County,TN,46.6
3020,18171,Warren County,IN,41.4
3021,21079,Garrard County,KY,45.0
3022,17121,Marion County,IL,37.1
3023,13075,Cook County,GA,35.3
3024,01107,Pickens County,AL,43.1
3025,17073,Henry County,IL,49.6
3026,49041,Sevier County,UT,36.6
3027,17021,Christian County,IL,39.8
3028,28115,Pontotoc County,MS,37.8
3029,13137,Habersham County,GA,19.2
3030,38027,Eddy County,ND,47.9
3031,48331,Milam County,TX,40.3
3032,17203,Woodford County,IL,46.6
3033,29219,Warren County,MO,38.0
3034,72051,Dorado Municipio,PR,68.5
3035,27015,Brown County,MN,59.0
3036,26119,Montmorency County,MI,51.0
3037,72065,Hatillo Municipio,PR,62.5
3038,31107,Knox County,NE,44.8
3039,46073,Jerauld County,SD,46.5
3040,48301,Loving County,TX,0.0
3041,01059,Franklin County,AL,39.0
3042,28041,Greene County,MS,33.9
3043,08073,Lincoln County,CO,31.9
3044,36063,Niagara County,NY,59.8
3045,38105,Williams County,ND,26.2
3046,47139,Polk County,TN,38.0
3047,28119,Quitman County,MS,46.6
3048,51670,Hopewell city,VA,29.4
3049,36123,Yates County,NY,47.5
3050,47023,Chester County,TN,31.9
3051,05059,Hot Spring County,AR,38.8
3052,22113,Vermilion Parish,LA,34.0
3053,49029,Morgan County,UT,43.9
3054,16009,Benewah County,ID,43.3
3055,25005,Bristol County,MA,57.4
3056,48255,Karnes County,TX,50.7
3057,16071,Oneida County,ID,35.6
3058,25027,Worcester County,MA,61.2
3059,30019,Daniels County,MT,36.9
3060,28011,Bolivar County,MS,52.6
3061,30013,Cascade County,MT,48.2
3062,27051,Grant County,MN,49.3
3063,42021,Cambria County,PA,50.9
3065,39127,Perry County,OH,36.5
3066,45053,Jasper County,SC,33.1
3067,51041,Chesterfield County,VA,51.3
3068,02164,Lake and Peninsula Borough,AK,50.9
3069,49007,Carbon County,UT,41.3
3070,47161,Stewart County,TN,37.2
3071,18131,Pulaski County,IN,41.4
3072,39173,Wood County,OH,55.6
3073,18043,Floyd County,IN,52.5
3074,17127,Massac County,IL,31.7
3075,51640,Galax city,VA,36.9
3076,13107,Emanuel County,GA,29.3
3077,49009,Daggett County,UT,54.1
3078,13255,Spalding County,GA,16.5
3079,55123,Vernon County,WI,50.1
3080,32027,Pershing County,NV,32.5
3081,35006,Cibola County,NM,60.4
3082,37015,Bertie County,NC,44.1
3084,29183,St. Charles County,MO,54.8
3085,17181,Union County,IL,46.4
3086,46013,Brown County,SD,48.9
3087,55025,Dane County,WI,73.7
3088,26051,Gladwin County,MI,44.5
3089,54083,Randolph County,WV,28.5
3090,08065,Lake County,CO,53.6
3091,17029,Coles County,IL,38.3
3092,33009,Grafton County,NH,67.8
3093,13065,Clinch County,GA,31.0
3095,55127,Walworth County,WI,48.4
3096,40065,Jackson County,OK,47.0
3097,47081,Hickman County,TN,37.1
3098,51177,Spotsylvania County,VA,42.1
3099,38081,Sargent County,ND,54.0
3100,35017,Grant County,NM,62.0
3101,42005,Armstrong County,PA,53.3
3102,72031,Carolina Municipio,PR,72.1
3103,40101,Muskogee County,OK,44.7
3104,48113,Dallas County,TX,52.9
3105,48333,Mills County,TX,37.9
3106,17043,DuPage County,IL,62.1
3107,01061,Geneva County,AL,34.3
3108,22041,Franklin Parish,LA,33.3
3109,45087,Union County,SC,36.7
3110,05029,Conway County,AR,48.5
3112,08027,Custer County,CO,43.4
3113,01033,Colbert County,AL,43.3
3114,06111,Ventura County,CA,63.0
3115,21009,Barren County,KY,41.6
3116,28003,Alcorn County,MS,34.7
3117,22057,Lafourche Parish,LA,40.0
3119,20021,Cherokee County,KS,41.1
3120,37189,Watauga County,NC,48.9
3121,51141,Patrick County,VA,36.6
3122,54035,Jackson County,WV,17.7
3123,54001,Barbour County,WV,6.8
3124,49057,Weber County,UT,50.0
3125,41061,Union County,OR,44.2
3126,46137,Ziebach County,SD,24.9
3127,54015,Clay County,WV,23.8
3128,39017,Butler County,OH,50.1
3129,06023,Humboldt County,CA,58.1
3130,17143,Peoria County,IL,51.5
3131,54053,Mason County,WV,33.2
3132,20045,Douglas County,KS,54.8
3133,27161,Waseca County,MN,51.0
3134,48439,Tarrant County,TX,50.2
3135,17175,Stark County,IL,46.0
3136,36105,Sullivan County,NY,53.5
3137,05017,Chicot County,AR,49.8
3138,48107,Crosby County,TX,39.8
3139,48309,McLennan County,TX,45.1
3140,22097,St. Landry Parish,LA,37.0
3141,20183,Smith County,KS,41.3
3142,12079,Madison County,FL,38.8
3143,29123,Madison County,MO,34.8
3144,12086,Miami-Dade County,FL,75.4
3145,17191,Wayne County,IL,35.0
3146,13259,Stewart County,GA,19.0
3147,18147,Spencer County,IN,41.0
3148,37147,Pitt County,NC,47.2
3149,47179,Washington County,TN,53.0
3150,42101,Philadelphia County,PA,56.1
3151,48141,El Paso County,TX,68.2
3152,20043,Doniphan County,KS,43.3
3153,56021,Laramie County,WY,47.3
3154,28033,DeSoto County,MS,46.8
3155,13163,Jefferson County,GA,32.3
3156,12095,Orange County,FL,61.3
3157,01041,Crenshaw County,AL,30.7
3158,34019,Hunterdon County,NJ,62.5
3159,48317,Martin County,TX,28.2
3160,32029,Storey County,NV,18.7
3161,36087,Rockland County,NY,56.4
3162,36075,Oswego County,NY,53.6
3163,54025,Greenbrier County,WV,34.2
3164,40149,Washita County,OK,34.7
3165,47119,Maury County,TN,57.0
3166,13051,Chatham County,GA,44.2
3167,42017,Bucks County,PA,64.6
3168,01045,Dale County,AL,47.3
3169,39113,Montgomery County,OH,49.9
3170,32011,Eureka County,NV,23.6
3171,21049,Clark County,KY,52.8
3172,21171,Monroe County,KY,41.9
3173,25007,Dukes County,MA,3.7
3174,30057,Madison County,MT,40.8
3175,16051,Jefferson County,ID,33.0
3176,48075,Childress County,TX,43.7
3177,38103,Wells County,ND,39.7
3178,30055,McCone County,MT,16.7
3179,21115,Johnson County,KY,45.3
3180,42057,Fulton County,PA,30.8
3181,37197,Yadkin County,NC,44.4
3182,12047,Hamilton County,FL,32.6
3183,29015,Benton County,MO,43.6
3184,27111,Otter Tail County,MN,44.2
3185,36101,Steuben County,NY,53.0
3186,19185,Wayne County,IA,38.1
3187,30065,Musselshell County,MT,31.0
3188,31109,Lancaster County,NE,59.9
3189,28083,Leflore County,MS,55.6
3190,50001,Addison County,VT,62.7
3191,42119,Union County,PA,54.5
3192,06041,Marin County,CA,78.0
3193,39061,Hamilton County,OH,55.6
3194,37139,Pasquotank County,NC,45.9
3195,19135,Monroe County,IA,42.0
3196,34009,Cape May County,NJ,66.3
3197,18139,Rush County,IN,43.2
3198,54103,Wetzel County,WV,10.7
3199,30061,Mineral County,MT,48.8
3200,42029,Chester County,PA,61.0
3201,51595,Emporia city,VA,32.5
3202,38067,Pembina County,ND,49.5
3203,27149,Stevens County,MN,50.4
3204,22047,Iberville Parish,LA,49.8
3205,37087,Haywood County,NC,51.4
3206,29155,Pemiscot County,MO,25.6
3208,47001,Anderson County,TN,49.5
3209,13027,Brooks County,GA,31.3
3210,28049,Hinds County,MS,51.6
3211,55139,Winnebago County,WI,54.8
3212,29195,Saline County,MO,42.6
3213,19065,Fayette County,IA,50.0
3214,16015,Boise County,ID,28.6
3215,48007,Aransas County,TX,52.0
3216,51109,Louisa County,VA,40.4
3217,48189,Hale County,TX,37.6
3218,16041,Franklin County,ID,35.8
3219,51153,Prince William County,VA,63.2
3220,13177,Lee County,GA,18.3
3221,37009,Ashe County,NC,46.9
3222,48507,Zavala County,TX,46.5
3223,20125,Montgomery County,KS,40.6
3224,17047,Edwards County,IL,34.4
3225,51117,Mecklenburg County,VA,40.4
3226,72141,Utuado Municipio,PR,66.0
3227,28051,Holmes County,MS,52.3
3228,54101,Webster County,WV,31.0
3229,17049,Effingham County,IL,38.5
3230,40055,Greer County,OK,33.0
3231,41039,Lane County,OR,62.6
3232,18081,Johnson County,IN,53.0
3233,12011,Broward County,FL,63.3
3234,48159,Franklin County,TX,32.3
3235,19195,Worth County,IA,47.3
3236,21007,Ballard County,KY,33.7
3237,13023,Bleckley County,GA,11.8
3238,21145,McCracken County,KY,50.8
3239,02198,Prince of Wales-Hyder Census Area,AK,48.9
3240,36031,Essex County,NY,64.8
3241,05085,Lonoke County,AR,42.7
3242,31013,Box Butte County,NE,28.4
3243,36083,Rensselaer County,NY,63.2
3244,55095,Polk County,WI,46.0
3245,13173,Lanier County,GA,11.6
3246,49037,San Juan County,UT,51.7
3247,46037,Day County,SD,56.9
3248,46045,Edmunds County,SD,40.6
3249,19109,Kossuth County,IA,48.0
3250,27117,Pipestone County,MN,48.3
3251,05099,Nevada County,AR,38.1
3252,36043,Herkimer County,NY,53.1
3253,29081,Harrison County,MO,30.4
3254,01117,Shelby County,AL,32.1
3255,48247,Jim Hogg County,TX,49.5
3256,46021,Campbell County,SD,60.7
3257,39033,Crawford County,OH,40.7
3258,22095,St. John the Baptist Parish,LA,52.0
3259,08014,Broomfield County,CO,71.8
3260,28127,Simpson County,MS,40.1
3261,48501,Yoakum County,TX,36.0
3262,20015,Butler County,KS,41.8
3263,19037,Chickasaw County,IA,49.7
3264,22003,Allen Parish,LA,32.3
3265,13235,Pulaski County,GA,15.0
3266,23009,Hancock County,ME,69.1
3267,26091,Lenawee County,MI,48.4
3268,55101,Racine County,WI,53.7
3269,05077,Lee County,AR,29.5
3270,04011,Greenlee County,AZ,38.1
3271,13131,Grady County,GA,19.5
3272,55003,Ashland County,WI,62.7
3273,45003,Aiken County,SC,41.6
3274,16075,Payette County,ID,27.2
3275,51073,Gloucester County,VA,53.7
3276,21107,Hopkins County,KY,47.9
3277,05065,Izard County,AR,33.7
3278,31133,Pawnee County,NE,40.2
3279,42025,Carbon County,PA,57.6
3281,48095,Concho County,TX,43.8
3282,21175,Morgan County,KY,44.1
